question_id,is_correct,gold,predicted,rel_error,log10_error,steps
gsm-hard-32,True,12731554.349999998,12731554.35,1.4630147254808345e-16,-11.99993646672517,9
gsm-hard-33,True,34482769.2,34482769.2,0.0,-12.0,6
gsm-hard-34,True,6588585.0,6588585.0,0.0,-12.0,7
gsm-hard-35,True,34.0,34.0,0.0,-12.0,5
gsm-hard-36,True,39652742.0,39652742.0,0.0,-12.0,7
gsm-hard-37,True,4083406.0,4083406.0,0.0,-12.0,8
gsm-hard-38,True,21089052.0,21089052.0,0.0,-12.0,7
gsm-hard-39,False,2518759.68,1574224.8,0.375,-0.42596873227112303,5
gsm-hard-40,True,1.2477e-06,1.24766e-06,3.205898853877823e-05,-4.49405017021171,11
gsm-hard-41,True,0.0007140996,0.000714,0.0001394763419557001,-3.8554994482689673,8
gsm-hard-42,False,5697664.0,4558134.0,0.19999950857052995,-0.6989710714606938,9
gsm-hard-43,False,82436229.0,94385164607506.12,1144946.625,6.058785241253832,15
gsm-hard-44,True,108224794.2,108224794.2,0.0,-12.0,7
gsm-hard-45,True,11385058.0,11385058.0,0.0,-12.0,8
gsm-hard-46,True,17189546.0,17189546.0,0.0,-12.0,7
gsm-hard-47,True,3826855.0,3826855.0,0.0,-12.0,11
gsm-hard-48,False,9435680550.0,1.4178334486374317e+22,1502629769123.0,12.176851988548583,18
gsm-hard-49,False,105370475.0,377577195.0,2.583330102668703,0.41217990466654536,8
gsm-hard-b2-0,False,155089792.0,156.0,0.9999989941310902,-4.36843102476183e-07,8
gsm-hard-b2-1,False,10.0,584536.0,58452.6,4.766803833556707,9
gsm-hard-b2-2,False,39.9999834113,24112830.000004146,602820.0000005218,5.780187652643549,9
gsm-hard-b2-3,False,782577.0,1043437.0,0.3333346111628632,-0.47711958985860975,6
gsm-hard-b2-4,True,7776190.0,7776190.0,0.0,-12.0,6
gsm-hard-b2-5,True,36228324.0,36228324.0,0.0,-12.0,8
gsm-hard-b2-6,False,16324830.0,888333581763.0,54415.1,4.735719431622864,12
gsm-hard-b2-7,True,18068022.0,18068022.0,0.0,-12.0,7
gsm-hard-b2-8,False,19428586.0,64285676.0,2.3088190772092214,0.36338990223386985,8
gsm-hard-b2-9,False,-24676889.0,15.0,1.000000607856201,2.639889479535729e-07,12
gsm-hard-b2-10,False,828892440.0,0.0,1.0,4.343330909353833e-13,10
gsm-hard-b2-11,True,1631200.5,1631200.5,0.0,-12.0,8
gsm-hard-b2-12,True,120.0,120.0,0.0,-12.0,6
gsm-hard-b2-13,True,1577680.0,1577680.0,0.0,-12.0,9
gsm-hard-b2-14,False,4364332.0,4363332.0,0.00022913013950359414,-3.639917778582691,9
gsm-hard-b2-15,True,19866270.0,19866270.0,0.0,-12.0,5
gsm-hard-b2-16,True,60.0,60.0,0.0,-12.0,7
gsm-hard-b2-17,True,272.0,272.0,0.0,-12.0,6
gsm-hard-b2-18,True,758978.0,758978.0,0.0,-12.0,6
gsm-hard-b2-19,True,8089491.0,8089491.0,0.0,-12.0,8
gsm-hard-b2-20,True,23252172.0,23252172.0,0.0,-12.0,6
gsm-hard-b2-21,False,650579.5,1301149.0,0.9999846290883743,-6.675552971389383e-06,13
gsm-hard-b2-22,True,3731352.0,3731352.0,0.0,-12.0,6
gsm-hard-b2-23,True,0.0003712048,0.0003712048,0.0,-12.0,15
gsm-hard-b2-24,True,145.0,145.0,0.0,-12.0,8
gsm-hard-b2-25,False,5316750.0,0.0,1.0,4.343330909353833e-13,7
gsm-hard-b2-26,True,348340440.0,348340440.0,0.0,-12.0,7
gsm-hard-b2-27,False,3981224.8,0.0,1.0,4.343330909353833e-13,8
gsm-hard-b2-28,True,4349512.0,4349512.0,0.0,-12.0,6
gsm-hard-b2-29,True,2390629.2,2390629.2,0.0,-12.0,9
gsm-hard-b2-30,True,3283606.0,3283606.0,0.0,-12.0,9
gsm-hard-b2-31,True,16.0,16.0,0.0,-12.0,5
gsm-hard-b2-32,True,12797043.0,12797043.0,0.0,-12.0,8
gsm-hard-b2-33,True,15611106.0,15611106.0,0.0,-12.0,8
gsm-hard-b2-34,True,5.0,5.0,0.0,-12.0,6
gsm-hard-b2-35,True,8.0,8.0,0.0,-12.0,4
gsm-hard-b2-36,False,1111117.0,972228.0,0.12499943750298123,-0.9030919413076771,8
gsm-hard-b2-37,True,283872.5,283872.5,0.0,-12.0,8
gsm-hard-b2-38,True,2.0,2.0,0.0,-12.0,6
gsm-hard-b2-39,True,28591421.0,28591421.0,0.0,-12.0,6
gsm-hard-b2-40,True,3222248.75,3222248.75,0.0,-12.0,11
gsm-hard-b2-41,True,7186949.0,7186949.0,0.0,-12.0,5
gsm-hard-b2-42,True,1884094.0,1884094.0,0.0,-12.0,6
gsm-hard-b2-43,True,19992825.0,19992825.0,0.0,-12.0,8
gsm-hard-b2-44,True,55801500.0,55801500.0,0.0,-12.0,7
gsm-hard-b2-45,True,8286943.0,8286943.0,0.0,-12.0,7
gsm-hard-b2-46,False,-28311378.0,0.0,1.0,4.343330909353833e-13,11
gsm-hard-b2-47,True,24419850.0,24419850.0,0.0,-12.0,8
gsm-hard-b2-48,False,-9912047.0,0.0,1.0,4.343330909353833e-13,8
gsm-hard-b2-49,False,25.0,100.0,3.0,0.4771212547198072,8
gsm-hard-b2-50,True,32.0,32.0,0.0,-12.0,8
gsm-hard-b2-51,True,189.0,189.0,0.0,-12.0,7
gsm-hard-b2-52,True,785784.96,785790.0,6.413968523955018e-06,-5.192873107957564,7
gsm-hard-b2-53,True,250.0,250.0,0.0,-12.0,7
gsm-hard-b2-54,True,4585.2,4585.2,0.0,-12.0,6
gsm-hard-b2-55,False,0.0207821553,0.0,1.0,4.343330909353833e-13,9
gsm-hard-b2-56,True,1488610.0,1488610.0,0.0,-12.0,6
gsm-hard-b2-57,True,79.0,79.0,0.0,-12.0,7
gsm-hard-b2-58,True,571464.0,571464.0,0.0,-12.0,6
gsm-hard-b2-59,True,5600.0,5600.0,0.0,-12.0,8
gsm-hard-b2-60,True,5573022.0,5573022.0,0.0,-12.0,6
gsm-hard-b2-61,True,6.0,6.0,0.0,-12.0,6
gsm-hard-b2-62,True,5579492.0,5579492.0,0.0,-12.0,7
gsm-hard-b2-63,False,-176205698.0,77621359658918.0,440516.60500000406,5.643962283517547,12
gsm-hard-b2-64,True,353222840.0,353222840.0,0.0,-12.0,9
gsm-hard-b2-65,True,153.0,153.0,0.0,-12.0,10
gsm-hard-b2-66,True,5.0,5.0,0.0,-12.0,6
gsm-hard-b2-67,True,3.0,3.0,0.0,-12.0,5
gsm-hard-b2-68,True,48179.4285714286,48179.428571,8.896013254770618e-12,-11.004539731682302,9
gsm-hard-b2-69,True,130063374.0,130063374.0,0.0,-12.0,6
gsm-hard-b2-70,True,45989937.0,45989937.0,0.0,-12.0,7
gsm-hard-b2-71,True,4482073.5,4482074.0,1.1155551108209181e-07,-6.952505076706895,7
gsm-hard-b2-72,True,4064050.0,4064050.0,0.0,-12.0,6
gsm-hard-b2-73,True,5.0,5.0,0.0,-12.0,7
gsm-hard-b2-74,True,36.0000102016,36.0,2.833776974342332e-07,-6.547632800293538,8
gsm-hard-b2-75,True,14.0,14.0,0.0,-12.0,9
gsm-hard-b2-76,True,1800.0,1800.0,0.0,-12.0,8
gsm-hard-b2-77,True,-1277765.0,-1277765.0,0.0,-12.0,7
gsm-hard-b2-78,True,43200.0,43200.0,0.0,-12.0,6
gsm-hard-b2-79,False,1.1973e-06,1.0,835211.5615969264,5.92179649751522,9
gsm-hard-b2-80,True,4736666.0,4736666.0,0.0,-12.0,8
gsm-hard-b2-81,False,9679418.666666666,5.101178622709843e+18,527012912486.91003,11.721821256110294,15
gsm-hard-b2-82,True,35335409.0,35335409.0,0.0,-12.0,8
gsm-hard-b2-83,True,7200.0,7200.0,0.0,-12.0,6
gsm-hard-b2-84,True,91.0,91.0,0.0,-12.0,8
gsm-hard-b2-85,False,52414335.0,78621480.0,0.4999995707281224,-0.30103036852408804,6
gsm-hard-b2-86,True,315933300.0,315933300.0,0.0,-12.0,7
gsm-hard-b2-87,True,39741412.0,39741412.0,0.0,-12.0,7
gsm-hard-b2-88,True,40000.0,40000.0,0.0,-12.0,7
gsm-hard-b2-89,True,2225220.75,2225220.75,0.0,-12.0,10
gsm-hard-b2-90,True,8.0,8.0,0.0,-12.0,5
gsm-hard-b2-91,True,4190719.0,4190719.0,0.0,-12.0,9
gsm-hard-b2-92,True,7843411.0,7843411.0,0.0,-12.0,9
gsm-hard-b2-93,True,445110260.6,445110260.6,0.0,-12.0,8
gsm-hard-b2-94,False,1316597.0,0.0,1.0,4.343330909353833e-13,8
gsm-hard-b2-95,True,12.0,12.0,0.0,-12.0,7
gsm-hard-b2-96,False,5101662.0,4251385.5,0.16666656865938984,-0.7781515057652301,8
gsm-hard-b2-97,True,70000.0,70000.0,0.0,-12.0,8
gsm-hard-b2-98,True,9177420.0,9177420.0,0.0,-12.0,6
gsm-hard-b2-99,True,16416670.0,16416670.0,0.0,-12.0,7
gsm-hard-b2-100,True,972581.4285714285,972581.4285714286,1.196972494096776e-16,-11.999948019255996,6
gsm-hard-b2-101,True,125.0,125.0,0.0,-12.0,6
gsm-hard-b2-102,True,8.0,8.0,0.0,-12.0,6
gsm-hard-b2-103,True,4851537.5,4851537.5,0.0,-12.0,6
gsm-hard-b2-104,True,25476182.0,25476182.0,0.0,-12.0,9
gsm-hard-b2-105,True,3437164.5,3437165.0,1.4546874320388217e-07,-6.83722732781935,9
gsm-hard-b2-106,True,633827710.0,633827710.0,0.0,-12.0,10
gsm-hard-b2-107,True,10.0,10.0,0.0,-12.0,7
gsm-hard-b2-108,True,5.9749e-06,5.9749e-06,0.0,-12.0,12
gsm-hard-b2-109,True,2585006.0,2585006.0,0.0,-12.0,7
gsm-hard-b2-110,False,28910376.0,34825410019224.0,1204598.0,6.080842137773891,13
gsm-hard-b2-111,True,10454012.0,10454012.0,0.0,-12.0,11
gsm-hard-b2-112,True,1457663.3333333333,1457663.333,2.2867636683844285e-10,-9.638883690393541,7
gsm-hard-b2-113,True,35.0,35.0,0.0,-12.0,8
gsm-hard-b2-114,True,0.0016791648,0.00168,0.0004973901310938013,-3.303302835108948,8
gsm-hard-b2-115,True,42.0,42.0,0.0,-12.0,6
gsm-hard-b2-116,True,73692615.0,73692615.0,0.0,-12.0,6
gsm-hard-b2-117,True,2400.0,2400.0,0.0,-12.0,7
gsm-hard-b2-118,True,2.0,2.0,0.0,-12.0,7
gsm-hard-b2-119,True,6032417.0,6032417.0,0.0,-12.0,11
gsm-hard-b2-120,True,9111696.0,9111696.0,0.0,-12.0,10
gsm-hard-b2-121,True,0.0,0.0,0.0,-12.0,6
gsm-hard-b2-122,True,2.0,2.0,0.0,-12.0,7
gsm-hard-b2-123,True,2901807.8333333335,2901807.83,1.1487092204237817e-09,-8.939411985675656,10
gsm-hard-b2-124,True,15.0,15.0,0.0,-12.0,8
gsm-hard-b2-125,False,-409104.0,1.0,1.0000024443662248,1.0615739000606818e-06,12
gsm-hard-b2-126,False,179.9999262337,329418585.0,1830103.000000004,6.262475532939623,9
gsm-hard-b2-127,True,8902278.0,8902273.0,5.616539946292399e-07,-6.250530374712516,6
gsm-hard-b2-128,True,0.0,0.0,0.0,-12.0,6
gsm-hard-b2-129,True,50332236.0,50332236.0,0.0,-12.0,7
gsm-hard-b2-130,True,16.0,16.0,0.0,-12.0,8
gsm-hard-b2-131,True,1334349120.0,1334349120.0,0.0,-12.0,9
gsm-hard-b2-132,True,-27398229.0,-27398229.0,0.0,-12.0,8
gsm-hard-b2-133,True,29381312.0,29381312.0,0.0,-12.0,9
gsm-hard-b2-134,True,16909429.0,16909429.0,0.0,-12.0,7
gsm-hard-b2-135,True,72.0,72.0,0.0,-12.0,9
gsm-hard-b2-136,True,173767716.0,173767716.0,0.0,-12.0,9
gsm-hard-b2-137,True,16.0,16.0,0.0,-12.0,6
gsm-hard-b2-138,True,4649302.0,4649302.0,0.0,-12.0,6
gsm-hard-b2-139,False,132079517.5,131422406.0,0.004975120385339082,-2.3031964058750014,9
gsm-hard-b2-140,True,14451452.0,14451452.0,0.0,-12.0,6
gsm-hard-b2-141,True,452.0,452.0,0.0,-12.0,8
gsm-hard-b2-142,True,2298841.0,2298841.0,0.0,-12.0,10
gsm-hard-b2-143,True,1554736.5,1554736.5,0.0,-12.0,9
gsm-hard-b2-144,True,17212291.0,17212291.0,0.0,-12.0,9
gsm-hard-b2-145,True,120.0,120.0,0.0,-12.0,7
gsm-hard-b2-146,True,1686602.0,1686602.0,0.0,-12.0,9
gsm-hard-b2-147,True,9815396.0,9815396.0,0.0,-12.0,9
gsm-hard-b2-148,False,42450360.0,56600466.0,0.33333300353636575,-0.47712168440558167,6
gsm-hard-b2-149,True,24.0,24.0,0.0,-12.0,6
