question_id,is_correct,gold,predicted,rel_error,log10_error,steps
gsm-hard-b2-96,False,5101662.0,4251385.5,0.16666656865938984,-0.7781515057652301,11
gsm-hard-b2-97,True,70000.0,70000.0,0.0,-12.0,8
gsm-hard-b2-98,True,9177420.0,9177420.0,0.0,-12.0,6
gsm-hard-b2-99,True,16416670.0,16416670.0,0.0,-12.0,6
gsm-hard-b2-100,True,972581.4285714285,972581.4285714286,1.196972494096776e-16,-11.999948019255996,6
gsm-hard-b2-101,True,125.0,125.0,0.0,-12.0,5
gsm-hard-b2-102,True,8.0,8.0,0.0,-12.0,4
gsm-hard-b2-103,True,4851537.5,4851537.5,0.0,-12.0,7
gsm-hard-b2-104,False,25476182.0,8492084.0,0.6666657507785114,-0.17609185570319746,10
gsm-hard-b2-105,True,3437164.5,3437164.5,0.0,-12.0,7
gsm-hard-b2-106,True,633827710.0,633827710.0,0.0,-12.0,9
gsm-hard-b2-107,True,10.0,10.0,0.0,-12.0,8
gsm-hard-b2-108,True,5.9749e-06,5.975e-06,1.673668178550591e-05,-4.776330615082844,11
gsm-hard-b2-109,True,2585006.0,2585006.0,0.0,-12.0,8
gsm-hard-b2-110,False,28910376.0,34825410019224.0,1204598.0,6.080842137773891,13
gsm-hard-b2-111,True,10454012.0,10454012.0,0.0,-12.0,8
gsm-hard-b2-112,True,1457663.3333333333,1457663.3333333333,0.0,-12.0,8
gsm-hard-b2-113,False,35.0,40.0,0.14285714285714285,-0.8450980400112168,7
gsm-hard-b2-114,True,0.0016791648,0.0016794,0.00014006963461833742,-3.8536560011357186,7
gsm-hard-b2-115,True,42.0,42.0,0.0,-12.0,7
gsm-hard-b2-116,True,73692615.0,73692615.0,0.0,-12.0,7
gsm-hard-b2-117,True,2400.0,2400.0,0.0,-12.0,7
gsm-hard-b2-118,True,2.0,2.0,0.0,-12.0,7
gsm-hard-b2-119,True,6032417.0,6032417.0,0.0,-12.0,12
gsm-hard-b2-120,True,9111696.0,9111696.0,0.0,-12.0,9
gsm-hard-b2-121,True,0.0,0.0,0.0,-12.0,6
gsm-hard-b2-122,True,2.0,2.0,0.0,-12.0,7
gsm-hard-b2-123,True,2901807.8333333335,2901807.83,1.1487092204237817e-09,-8.939411985675656,10
gsm-hard-b2-124,True,15.0,15.0,0.0,-12.0,9
gsm-hard-b2-125,False,-409104.0,1.0,1.0000024443662248,1.0615739000606818e-06,10
gsm-hard-b2-126,True,179.9999262337,179.999754,9.568542810142737e-07,-6.0191537418570045,10
gsm-hard-b2-127,True,8902278.0,8902278.0,0.0,-12.0,6
gsm-hard-b2-128,True,0.0,0.0,0.0,-12.0,5
gsm-hard-b2-129,True,50332236.0,50332236.0,0.0,-12.0,4
gsm-hard-b2-130,True,16.0,16.0,0.0,-12.0,8
gsm-hard-b2-131,True,1334349120.0,1334349120.0,0.0,-12.0,8
gsm-hard-b2-132,True,-27398229.0,-27398229.0,0.0,-12.0,8
gsm-hard-b2-133,True,29381312.0,29381312.0,0.0,-12.0,7
gsm-hard-b2-134,True,16909429.0,16909429.0,0.0,-12.0,6
gsm-hard-b2-135,True,72.0,72.0,0.0,-12.0,9
gsm-hard-b2-136,True,173767716.0,173767716.0,0.0,-12.0,8
gsm-hard-b2-137,True,16.0,16.0,0.0,-12.0,7
gsm-hard-b2-138,True,4649302.0,4649302.0,0.0,-12.0,6
gsm-hard-b2-139,True,132079517.5,132079517.5,0.0,-12.0,6
gsm-hard-b2-140,True,14451452.0,14451452.0,0.0,-12.0,6
gsm-hard-b2-141,True,452.0,452.0,0.0,-12.0,8
gsm-hard-b2-142,True,2298841.0,2298841.0,0.0,-12.0,10
gsm-hard-b2-143,True,1554736.5,1554736.5,0.0,-12.0,9
gsm-hard-b2-144,True,17212291.0,17212291.0,0.0,-12.0,8
gsm-hard-b2-145,True,120.0,120.0,0.0,-12.0,7
gsm-hard-b2-146,True,1686602.0,1686602.0,0.0,-12.0,8
gsm-hard-b2-147,True,9815396.0,9815396.0,0.0,-12.0,8
gsm-hard-b2-148,False,42450360.0,56600466.0,0.33333300353636575,-0.47712168440558167,6
gsm-hard-b2-149,True,24.0,24.0,0.0,-12.0,8
gsm-hard-49,False,105370475.0,188788580.0,0.7916648852536728,-0.10145861801132784,11
gsm-hard-b2-0,False,155089792.0,156.0,0.9999989941310902,-4.36843102476183e-07,8
gsm-hard-b2-1,False,10.0,4.0,0.6,-0.22184874961563258,13
gsm-hard-b2-2,False,39.9999834113,24112830.0,602820.000000418,5.780187652643474,10
gsm-hard-b2-3,True,782577.0,782577.75,9.583721474053032e-07,-6.01846536325305,8
gsm-hard-b2-4,True,7776190.0,7776190.0,0.0,-12.0,6
gsm-hard-b2-5,True,36228324.0,36228324.0,0.0,-12.0,6
gsm-hard-b2-6,False,16324830.0,888333580263.0,54415.09990811543,4.73571943088952,9
gsm-hard-b2-7,True,18068022.0,18068022.0,0.0,-12.0,7
