question_id,is_correct,op,out_degree
gsm-hard-23,False,conclude,0
gsm-hard-24,True,extract_fact,3
gsm-hard-24,True,extract_fact,2
gsm-hard-24,True,extract_fact,1
gsm-hard-24,True,arithmetic,1
gsm-hard-24,True,other,1
gsm-hard-24,True,other,1
gsm-hard-24,True,arithmetic,2
gsm-hard-24,True,verify,1
gsm-hard-24,True,conclude,0
gsm-hard-25,True,extract_fact,1
gsm-hard-25,True,extract_fact,3
gsm-hard-25,True,arithmetic,1
gsm-hard-25,True,extract_fact,1
gsm-hard-25,True,substitute,1
gsm-hard-25,True,arithmetic,1
gsm-hard-25,True,arithmetic,2
gsm-hard-25,True,arithmetic,2
gsm-hard-25,True,verify,1
gsm-hard-25,True,conclude,0
gsm-hard-26,True,extract_fact,4
gsm-hard-26,True,arithmetic,1
gsm-hard-26,True,arithmetic,1
gsm-hard-26,True,arithmetic,1
gsm-hard-26,True,arithmetic,1
gsm-hard-26,True,arithmetic,1
gsm-hard-26,True,conclude,0
gsm-hard-27,False,extract_fact,1
gsm-hard-27,False,extract_fact,1
gsm-hard-27,False,other,1
gsm-hard-27,False,substitute,1
gsm-hard-27,False,arithmetic,2
gsm-hard-27,False,other,1
gsm-hard-27,False,conclude,0
gsm-hard-28,True,extract_fact,1
gsm-hard-28,True,extract_fact,1
gsm-hard-28,True,extract_fact,1
gsm-hard-28,True,arithmetic,1
gsm-hard-28,True,arithmetic,1
gsm-hard-28,True,conclude,0
gsm-hard-29,True,extract_fact,3
gsm-hard-29,True,arithmetic,1
gsm-hard-29,True,arithmetic,1
gsm-hard-29,True,arithmetic,2
gsm-hard-29,True,arithmetic,2
gsm-hard-29,True,arithmetic,1
gsm-hard-29,True,arithmetic,1
gsm-hard-29,True,arithmetic,1
gsm-hard-29,True,conclude,0
gsm-hard-30,False,extract_fact,4
gsm-hard-30,False,extract_fact,3
gsm-hard-30,False,arithmetic,0
gsm-hard-30,False,other,1
gsm-hard-30,False,arithmetic,1
gsm-hard-30,False,extract_fact,1
gsm-hard-30,False,extract_fact,1
gsm-hard-30,False,arithmetic,1
gsm-hard-30,False,arithmetic,1
gsm-hard-30,False,conclude,0
gsm-hard-31,False,extract_fact,2
gsm-hard-31,False,extract_fact,2
gsm-hard-31,False,arithmetic,1
gsm-hard-31,False,arithmetic,1
gsm-hard-31,False,arithmetic,1
gsm-hard-31,False,arithmetic,1
gsm-hard-31,False,arithmetic,1
gsm-hard-31,False,conclude,0
gsm-hard-32,True,extract_fact,3
gsm-hard-32,True,extract_fact,2
gsm-hard-32,True,extract_fact,2
gsm-hard-32,True,extract_fact,2
gsm-hard-32,True,arithmetic,1
gsm-hard-32,True,arithmetic,2
gsm-hard-32,True,arithmetic,1
gsm-hard-32,True,arithmetic,1
gsm-hard-32,True,arithmetic,1
gsm-hard-32,True,verify,1
gsm-hard-32,True,conclude,0
gsm-hard-33,True,extract_fact,1
gsm-hard-33,True,extract_fact,1
gsm-hard-33,True,arithmetic,1
gsm-hard-33,True,arithmetic,1
gsm-hard-33,True,arithmetic,2
gsm-hard-33,True,arithmetic,1
gsm-hard-33,True,arithmetic,1
gsm-hard-33,True,arithmetic,1
gsm-hard-33,True,conclude,0
gsm-hard-34,True,extract_fact,1
gsm-hard-34,True,extract_fact,1
gsm-hard-34,True,arithmetic,1
gsm-hard-34,True,arithmetic,1
gsm-hard-34,True,arithmetic,1
gsm-hard-34,True,arithmetic,1
gsm-hard-34,True,conclude,0
gsm-hard-35,True,extract_fact,2
gsm-hard-35,True,arithmetic,1
gsm-hard-35,True,arithmetic,1
gsm-hard-35,True,arithmetic,1
gsm-hard-35,True,conclude,0
gsm-hard-36,True,extract_fact,2
gsm-hard-36,True,extract_fact,1
gsm-hard-36,True,other,1
gsm-hard-36,True,arithmetic,1
gsm-hard-36,True,arithmetic,1
gsm-hard-36,True,conclude,0
gsm-hard-37,True,extract_fact,2
gsm-hard-37,True,extract_fact,1
gsm-hard-37,True,extract_fact,2
gsm-hard-37,True,arithmetic,2
gsm-hard-37,True,arithmetic,1
gsm-hard-37,True,arithmetic,1
gsm-hard-37,True,verify,1
gsm-hard-37,True,conclude,0
gsm-hard-38,True,extract_fact,1
gsm-hard-38,True,extract_fact,1
gsm-hard-38,True,extract_fact,1
gsm-hard-38,True,arithmetic,1
gsm-hard-38,True,arithmetic,1
gsm-hard-38,True,arithmetic,1
gsm-hard-38,True,conclude,0
gsm-hard-39,False,extract_fact,1
gsm-hard-39,False,extract_fact,1
gsm-hard-39,False,substitute,1
gsm-hard-39,False,arithmetic,1
gsm-hard-39,False,arithmetic,1
gsm-hard-39,False,conclude,0
gsm-hard-40,True,extract_fact,1
gsm-hard-40,True,extract_fact,1
gsm-hard-40,True,extract_fact,1
gsm-hard-40,True,extract_fact,1
gsm-hard-40,True,extract_fact,1
gsm-hard-40,True,arithmetic,1
gsm-hard-40,True,arithmetic,1
gsm-hard-40,True,arithmetic,1
gsm-hard-40,True,arithmetic,1
gsm-hard-40,True,conclude,0
gsm-hard-41,True,extract_fact,1
gsm-hard-41,True,extract_fact,1
gsm-hard-41,True,extract_fact,1
gsm-hard-41,True,arithmetic,1
gsm-hard-41,True,arithmetic,1
gsm-hard-41,True,arithmetic,1
gsm-hard-41,True,arithmetic,1
gsm-hard-41,True,conclude,0
gsm-hard-42,False,extract_fact,2
gsm-hard-42,False,extract_fact,1
gsm-hard-42,False,extract_fact,1
gsm-hard-42,False,arithmetic,1
gsm-hard-42,False,arithmetic,1
gsm-hard-42,False,arithmetic,1
gsm-hard-42,False,conclude,0
gsm-hard-43,False,extract_fact,1
gsm-hard-43,False,extract_fact,1
gsm-hard-43,False,arithmetic,2
gsm-hard-43,False,arithmetic,1
gsm-hard-43,False,arithmetic,1
gsm-hard-43,False,arithmetic,1
gsm-hard-43,False,conclude,0
gsm-hard-44,True,extract_fact,3
gsm-hard-44,True,extract_fact,2
gsm-hard-44,True,arithmetic,1
gsm-hard-44,True,arithmetic,1
gsm-hard-44,True,arithmetic,1
gsm-hard-44,True,arithmetic,1
gsm-hard-44,True,arithmetic,1
gsm-hard-44,True,conclude,0
gsm-hard-45,False,extract_fact,1
gsm-hard-45,False,other,1
gsm-hard-45,False,extract_fact,1
gsm-hard-45,False,arithmetic,1
gsm-hard-45,False,extract_fact,1
gsm-hard-45,False,arithmetic,1
gsm-hard-45,False,arithmetic,1
gsm-hard-45,False,conclude,0
gsm-hard-46,True,extract_fact,2
gsm-hard-46,True,extract_fact,1
gsm-hard-46,True,extract_fact,1
gsm-hard-46,True,arithmetic,2
gsm-hard-46,True,arithmetic,1
gsm-hard-46,True,arithmetic,1
gsm-hard-46,True,verify,1
gsm-hard-46,True,conclude,0
gsm-hard-47,True,extract_fact,1
gsm-hard-47,True,extract_fact,1
gsm-hard-47,True,extract_fact,2
gsm-hard-47,True,extract_fact,2
gsm-hard-47,True,arithmetic,1
gsm-hard-47,True,arithmetic,1
gsm-hard-47,True,arithmetic,1
gsm-hard-47,True,arithmetic,1
gsm-hard-47,True,arithmetic,1
gsm-hard-47,True,conclude,0
gsm-hard-48,False,extract_fact,2
gsm-hard-48,False,extract_fact,2
gsm-hard-48,False,arithmetic,1
gsm-hard-48,False,arithmetic,1
gsm-hard-48,False,arithmetic,1
gsm-hard-48,False,arithmetic,1
gsm-hard-48,False,other,1
gsm-hard-48,False,conclude,0
gsm-hard-b2-8,False,extract_fact,1
gsm-hard-b2-8,False,extract_fact,2
gsm-hard-b2-8,False,arithmetic,1
gsm-hard-b2-8,False,arithmetic,1
gsm-hard-b2-8,False,extract_fact,2
gsm-hard-b2-8,False,arithmetic,1
gsm-hard-b2-8,False,arithmetic,1
gsm-hard-b2-8,False,conclude,0
gsm-hard-b2-9,False,extract_fact,2
gsm-hard-b2-9,False,extract_fact,3
gsm-hard-b2-9,False,arithmetic,1
gsm-hard-b2-9,False,other,1
gsm-hard-b2-9,False,arithmetic,1
gsm-hard-b2-9,False,other,1
gsm-hard-b2-9,False,arithmetic,1
gsm-hard-b2-9,False,arithmetic,1
gsm-hard-b2-9,False,conclude,0
gsm-hard-b2-10,False,extract_fact,2
gsm-hard-b2-10,False,arithmetic,1
gsm-hard-b2-10,False,arithmetic,1
gsm-hard-b2-10,False,arithmetic,2
gsm-hard-b2-10,False,arithmetic,1
gsm-hard-b2-10,False,arithmetic,1
gsm-hard-b2-10,False,arithmetic,1
gsm-hard-b2-10,False,conclude,0
gsm-hard-b2-11,True,extract_fact,1
gsm-hard-b2-11,True,extract_fact,1
gsm-hard-b2-11,True,arithmetic,1
gsm-hard-b2-11,True,extract_fact,1
gsm-hard-b2-11,True,arithmetic,1
gsm-hard-b2-11,True,extract_fact,1
gsm-hard-b2-11,True,arithmetic,1
gsm-hard-b2-11,True,conclude,0
gsm-hard-b2-12,True,extract_fact,1
gsm-hard-b2-12,True,arithmetic,1
gsm-hard-b2-12,True,extract_fact,1
gsm-hard-b2-12,True,arithmetic,1
gsm-hard-b2-12,True,conclude,0
gsm-hard-b2-13,True,extract_fact,1
gsm-hard-b2-13,True,extract_fact,1
gsm-hard-b2-13,True,extract_fact,1
gsm-hard-b2-13,True,arithmetic,2
gsm-hard-b2-13,True,arithmetic,1
gsm-hard-b2-13,True,arithmetic,1
gsm-hard-b2-13,True,arithmetic,2
gsm-hard-b2-13,True,verify,1
gsm-hard-b2-13,True,conclude,0
gsm-hard-b2-14,True,extract_fact,1
gsm-hard-b2-14,True,extract_fact,1
gsm-hard-b2-14,True,extract_fact,1
gsm-hard-b2-14,True,arithmetic,1
gsm-hard-b2-14,True,arithmetic,1
gsm-hard-b2-14,True,arithmetic,1
gsm-hard-b2-14,True,conclude,0
gsm-hard-b2-15,True,extract_fact,2
gsm-hard-b2-15,True,extract_fact,1
gsm-hard-b2-15,True,arithmetic,1
gsm-hard-b2-15,True,arithmetic,2
gsm-hard-b2-15,True,verify,1
gsm-hard-b2-15,True,conclude,0
gsm-hard-b2-16,True,extract_fact,1
gsm-hard-b2-16,True,extract_fact,1
gsm-hard-b2-16,True,extract_fact,1
gsm-hard-b2-16,True,arithmetic,1
gsm-hard-b2-16,True,arithmetic,1
gsm-hard-b2-16,True,arithmetic,1
gsm-hard-b2-16,True,conclude,0
gsm-hard-b2-17,True,extract_fact,2
gsm-hard-b2-17,True,extract_fact,2
gsm-hard-b2-17,True,extract_fact,1
gsm-hard-b2-17,True,arithmetic,1
gsm-hard-b2-17,True,arithmetic,1
gsm-hard-b2-17,True,arithmetic,1
gsm-hard-b2-17,True,arithmetic,1
gsm-hard-b2-17,True,arithmetic,1
gsm-hard-b2-17,True,arithmetic,1
gsm-hard-b2-17,True,conclude,0
gsm-hard-b2-18,True,extract_fact,1
gsm-hard-b2-18,True,extract_fact,1
gsm-hard-b2-18,True,arithmetic,1
gsm-hard-b2-18,True,arithmetic,1
gsm-hard-b2-18,True,conclude,0
gsm-hard-b2-19,True,extract_fact,2
gsm-hard-b2-19,True,extract_fact,2
gsm-hard-b2-19,True,arithmetic,1
gsm-hard-b2-19,True,arithmetic,1
gsm-hard-b2-19,True,arithmetic,1
gsm-hard-b2-19,True,arithmetic,1
gsm-hard-b2-19,True,arithmetic,1
gsm-hard-b2-19,True,conclude,0
gsm-hard-b2-20,True,extract_fact,2
gsm-hard-b2-20,True,arithmetic,1
gsm-hard-b2-20,True,extract_fact,1
gsm-hard-b2-20,True,arithmetic,1
gsm-hard-b2-20,True,arithmetic,1
gsm-hard-b2-20,True,conclude,0
gsm-hard-b2-21,False,extract_fact,1
gsm-hard-b2-21,False,extract_fact,1
gsm-hard-b2-21,False,arithmetic,1
gsm-hard-b2-21,False,arithmetic,1
gsm-hard-b2-21,False,extract_fact,1
gsm-hard-b2-21,False,extract_fact,1
gsm-hard-b2-21,False,arithmetic,1
gsm-hard-b2-21,False,arithmetic,1
gsm-hard-b2-21,False,arithmetic,1
gsm-hard-b2-21,False,extract_fact,1
gsm-hard-b2-21,False,arithmetic,1
gsm-hard-b2-21,False,conclude,0
gsm-hard-b2-22,True,extract_fact,3
gsm-hard-b2-22,True,arithmetic,1
gsm-hard-b2-22,True,arithmetic,2
gsm-hard-b2-22,True,arithmetic,1
gsm-hard-b2-22,True,arithmetic,2
gsm-hard-b2-22,True,verify,1
gsm-hard-b2-22,True,conclude,0
gsm-hard-b2-23,True,extract_fact,1
gsm-hard-b2-23,True,extract_fact,1
gsm-hard-b2-23,True,extract_fact,1
gsm-hard-b2-23,True,arithmetic,1
gsm-hard-b2-23,True,arithmetic,1
gsm-hard-b2-23,True,arithmetic,1
gsm-hard-b2-23,True,conclude,0
gsm-hard-b2-24,True,extract_fact,1
gsm-hard-b2-24,True,arithmetic,2
gsm-hard-b2-24,True,arithmetic,1
gsm-hard-b2-24,True,arithmetic,1
gsm-hard-b2-24,True,arithmetic,1
gsm-hard-b2-24,True,extract_fact,1
gsm-hard-b2-24,True,arithmetic,1
gsm-hard-b2-24,True,conclude,0
gsm-hard-b2-25,False,extract_fact,1
gsm-hard-b2-25,False,arithmetic,2
gsm-hard-b2-25,False,extract_fact,2
gsm-hard-b2-25,False,other,1
gsm-hard-b2-25,False,other,1
gsm-hard-b2-25,False,arithmetic,1
gsm-hard-b2-25,False,arithmetic,1
gsm-hard-b2-25,False,arithmetic,1
gsm-hard-b2-25,False,conclude,0
gsm-hard-b2-26,True,extract_fact,1
gsm-hard-b2-26,True,extract_fact,1
gsm-hard-b2-26,True,extract_fact,1
gsm-hard-b2-26,True,arithmetic,1
gsm-hard-b2-26,True,arithmetic,2
gsm-hard-b2-26,True,arithmetic,1
gsm-hard-b2-26,True,arithmetic,1
gsm-hard-b2-26,True,arithmetic,1
gsm-hard-b2-26,True,verify,1
gsm-hard-b2-26,True,conclude,0
gsm-hard-b2-27,False,extract_fact,3
gsm-hard-b2-27,False,extract_fact,1
gsm-hard-b2-27,False,extract_fact,1
gsm-hard-b2-27,False,arithmetic,1
gsm-hard-b2-27,False,arithmetic,1
gsm-hard-b2-27,False,arithmetic,1
gsm-hard-b2-27,False,other,1
gsm-hard-b2-27,False,other,1
gsm-hard-b2-27,False,arithmetic,1
gsm-hard-b2-27,False,arithmetic,1
gsm-hard-b2-27,False,conclude,0
gsm-hard-b2-28,True,extract_fact,1
gsm-hard-b2-28,True,arithmetic,1
gsm-hard-b2-28,True,arithmetic,1
gsm-hard-b2-28,True,arithmetic,1
gsm-hard-b2-28,True,arithmetic,1
gsm-hard-b2-28,True,conclude,0
gsm-hard-b2-29,True,extract_fact,1
gsm-hard-b2-29,True,extract_fact,0
gsm-hard-b2-29,True,extract_fact,2
gsm-hard-b2-29,True,extract_fact,2
gsm-hard-b2-29,True,other,1
gsm-hard-b2-29,True,arithmetic,1
gsm-hard-b2-29,True,arithmetic,1
gsm-hard-b2-29,True,arithmetic,1
gsm-hard-b2-29,True,arithmetic,1
gsm-hard-b2-29,True,conclude,0
gsm-hard-b2-30,True,extract_fact,1
gsm-hard-b2-30,True,extract_fact,1
gsm-hard-b2-30,True,extract_fact,1
gsm-hard-b2-30,True,extract_fact,1
gsm-hard-b2-30,True,arithmetic,1
gsm-hard-b2-30,True,arithmetic,1
gsm-hard-b2-30,True,arithmetic,1
gsm-hard-b2-30,True,conclude,0
gsm-hard-b2-31,True,extract_fact,1
gsm-hard-b2-31,True,arithmetic,1
gsm-hard-b2-31,True,arithmetic,1
gsm-hard-b2-31,True,conclude,0
gsm-hard-b2-32,True,extract_fact,2
gsm-hard-b2-32,True,extract_fact,1
gsm-hard-b2-32,True,arithmetic,1
gsm-hard-b2-32,True,arithmetic,2
gsm-hard-b2-32,True,extract_fact,1
gsm-hard-b2-32,True,arithmetic,1
gsm-hard-b2-32,True,arithmetic,1
gsm-hard-b2-32,True,conclude,0
gsm-hard-b2-33,True,extract_fact,2
gsm-hard-b2-33,True,extract_fact,1
gsm-hard-b2-33,True,extract_fact,1
gsm-hard-b2-33,True,arithmetic,1
gsm-hard-b2-33,True,arithmetic,1
gsm-hard-b2-33,True,arithmetic,1
gsm-hard-b2-33,True,conclude,0
gsm-hard-b2-34,True,extract_fact,1
gsm-hard-b2-34,True,extract_fact,1
gsm-hard-b2-34,True,extract_fact,1
gsm-hard-b2-34,True,arithmetic,1
gsm-hard-b2-34,True,arithmetic,1
gsm-hard-b2-34,True,conclude,0
gsm-hard-b2-35,True,extract_fact,1
gsm-hard-b2-35,True,extract_fact,1
gsm-hard-b2-35,True,arithmetic,1
gsm-hard-b2-35,True,arithmetic,1
gsm-hard-b2-35,True,conclude,0
gsm-hard-b2-36,False,extract_fact,1
gsm-hard-b2-36,False,extract_fact,1
gsm-hard-b2-36,False,extract_fact,1
gsm-hard-b2-36,False,arithmetic,1
gsm-hard-b2-36,False,arithmetic,1
gsm-hard-b2-36,False,arithmetic,1
gsm-hard-b2-36,False,arithmetic,2
gsm-hard-b2-36,False,verify,1
gsm-hard-b2-36,False,conclude,0
gsm-hard-b2-37,True,extract_fact,3
gsm-hard-b2-37,True,arithmetic,1
gsm-hard-b2-37,True,arithmetic,1
gsm-hard-b2-37,True,arithmetic,1
gsm-hard-b2-37,True,conclude,0
gsm-hard-b2-38,True,extract_fact,1
gsm-hard-b2-38,True,extract_fact,1
gsm-hard-b2-38,True,arithmetic,1
gsm-hard-b2-38,True,arithmetic,1
gsm-hard-b2-38,True,arithmetic,1
gsm-hard-b2-38,True,conclude,0
gsm-hard-b2-39,True,extract_fact,2
gsm-hard-b2-39,True,arithmetic,1
gsm-hard-b2-39,True,arithmetic,1
gsm-hard-b2-39,True,extract_fact,1
gsm-hard-b2-39,True,arithmetic,1
gsm-hard-b2-39,True,conclude,0
gsm-hard-b2-40,True,extract_fact,1
gsm-hard-b2-40,True,extract_fact,1
gsm-hard-b2-40,True,extract_fact,1
gsm-hard-b2-40,True,arithmetic,1
gsm-hard-b2-40,True,arithmetic,1
gsm-hard-b2-40,True,substitute,1
gsm-hard-b2-40,True,arithmetic,1
gsm-hard-b2-40,True,arithmetic,1
gsm-hard-b2-40,True,conclude,0
gsm-hard-b2-41,True,extract_fact,2
gsm-hard-b2-41,True,extract_fact,1
gsm-hard-b2-41,True,arithmetic,1
gsm-hard-b2-41,True,arithmetic,1
gsm-hard-b2-41,True,conclude,0
gsm-hard-b2-42,True,extract_fact,1
gsm-hard-b2-42,True,extract_fact,1
gsm-hard-b2-42,True,extract_fact,1
gsm-hard-b2-42,True,arithmetic,1
gsm-hard-b2-42,True,arithmetic,1
gsm-hard-b2-42,True,conclude,0
gsm-hard-b2-43,True,extract_fact,2
gsm-hard-b2-43,True,extract_fact,1
gsm-hard-b2-43,True,extract_fact,2
gsm-hard-b2-43,True,extract_fact,1
gsm-hard-b2-43,True,arithmetic,1
gsm-hard-b2-43,True,arithmetic,1
gsm-hard-b2-43,True,arithmetic,1
gsm-hard-b2-43,True,arithmetic,1
gsm-hard-b2-43,True,conclude,0
gsm-hard-b2-44,True,extract_fact,2
gsm-hard-b2-44,True,extract_fact,1
gsm-hard-b2-44,True,extract_fact,1
gsm-hard-b2-44,True,arithmetic,1
gsm-hard-b2-44,True,arithmetic,1
gsm-hard-b2-44,True,arithmetic,1
gsm-hard-b2-44,True,conclude,0
gsm-hard-b2-45,True,extract_fact,1
gsm-hard-b2-45,True,arithmetic,1
gsm-hard-b2-45,True,arithmetic,1
gsm-hard-b2-45,True,extract_fact,1
gsm-hard-b2-45,True,arithmetic,1
gsm-hard-b2-45,True,arithmetic,1
gsm-hard-b2-45,True,conclude,0
gsm-hard-b2-46,False,extract_fact,1
gsm-hard-b2-46,False,extract_fact,1
gsm-hard-b2-46,False,extract_fact,1
gsm-hard-b2-46,False,extract_fact,1
gsm-hard-b2-46,False,extract_fact,1
gsm-hard-b2-46,False,arithmetic,1
gsm-hard-b2-46,False,other,1
gsm-hard-b2-46,False,arithmetic,1
gsm-hard-b2-46,False,verify,1
gsm-hard-b2-46,False,arithmetic,1
gsm-hard-b2-46,False,arithmetic,1
gsm-hard-b2-46,False,conclude,0
gsm-hard-b2-47,True,extract_fact,1
gsm-hard-b2-47,True,extract_fact,1
gsm-hard-b2-47,True,extract_fact,1
gsm-hard-b2-47,True,arithmetic,1
gsm-hard-b2-47,True,extract_fact,1
gsm-hard-b2-47,True,arithmetic,1
gsm-hard-b2-47,True,arithmetic,1
gsm-hard-b2-47,True,conclude,0
gsm-hard-b2-48,True,extract_fact,1
gsm-hard-b2-48,True,extract_fact,1
gsm-hard-b2-48,True,extract_fact,1
gsm-hard-b2-48,True,arithmetic,1
gsm-hard-b2-48,True,substitute,1
gsm-hard-b2-48,True,arithmetic,1
gsm-hard-b2-48,True,conclude,0
gsm-hard-b2-49,True,extract_fact,2
gsm-hard-b2-49,True,arithmetic,1
gsm-hard-b2-49,True,arithmetic,1
gsm-hard-b2-49,True,arithmetic,1
gsm-hard-b2-49,True,arithmetic,1
gsm-hard-b2-49,True,conclude,0
gsm-hard-b2-50,True,extract_fact,2
gsm-hard-b2-50,True,arithmetic,1
gsm-hard-b2-50,True,arithmetic,1
gsm-hard-b2-50,True,arithmetic,1
gsm-hard-b2-50,True,arithmetic,2
gsm-hard-b2-50,True,arithmetic,1
gsm-hard-b2-50,True,arithmetic,1
gsm-hard-b2-50,True,conclude,0
gsm-hard-b2-51,True,extract_fact,1
gsm-hard-b2-51,True,extract_fact,1
gsm-hard-b2-51,True,extract_fact,1
gsm-hard-b2-51,True,arithmetic,1
gsm-hard-b2-51,True,arithmetic,1
